item_code,control_id,evidence_item_name,control_name,ma,evidence_type,sufficiency_criteria,evaluation_criteria,cscf_version,created_at
G2,3.1,Physical access logs,Physical Security,M,Log Exports / Records,"{
  ""sufficiency_criteria"": [
    ""Physical access logs for sensitive equipment areas:"",
    ""- Data centre access log: entry/exit timestamps, person, method (card/biometric)"",
    ""- Secured storage areas (safes, locked cabinets): access log for equipment containing tokens/keys"",
    ""- Server room access logs"",
    ""Log retention: ≥6 months (minimum), compliant with local laws and regulations"",
    ""Logs available for audit and investigations"",
    ""Log review: periodic review for anomalous physical access patterns"",
    ""Visitor access records for sensitive areas""
  ]
}","{
  ""pass_if"": [
    ""Physical access logs maintained for all sensitive areas"",
    ""Retention ≥6 months"",
    ""Logs available for audit""
  ],
  ""fail_if"": [
    ""No physical access logging"",
    ""Retention below 6 months"",
    ""Log gaps or missing entries""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
G3,3.1,Video surveillance evidence,Physical Security,M,Config / Sample,"{
  ""sufficiency_criteria"": [
    ""Video surveillance configuration for server environment:"",
    ""- Camera placement covering server room entry/exit and rack areas"",
    ""- Movement detection enabled"",
    ""- Recording active (not just live monitoring)"",
    ""- Image retention: ≥3 months recommended (compliant with applicable laws)"",
    ""- Recording integrity: tamper-evident storage"",
    ""Compliance with applicable laws and regulations for video recording documented"",
    ""Sample footage or system screenshot showing operational status""
  ]
}","{
  ""pass_if"": [
    ""Video surveillance operational with movement detection"",
    ""Recording active with ≥3 month retention"",
    ""Legal compliance documented""
  ],
  ""fail_if"": [
    ""No video surveillance in server environment"",
    ""No recording (live only)"",
    ""Retention <3 months without justification""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
G4,3.1,Equipment disposal records,Physical Security,M,Records,"{
  ""sufficiency_criteria"": [
    ""Equipment disposal/reuse records for in-scope SWIFT equipment:"",
    ""- Equipment identifier, type, original function"",
    ""- Disposal/reuse date"",
    ""- Sanitisation method applied: secure deletion, overwriting, encryption of storage, manufacturer reset"",
    ""- Sanitisation verification: confirmation that data is unrecoverable"",
    ""- Certificate of destruction (if using third-party disposal service)"",
    ""Covers: servers, PCs, HSMs, tokens, removable media, backup tapes, network devices"",
    ""Disposal process documented in policy""
  ]
}","{
  ""pass_if"": [
    ""Disposal records exist with sanitisation method"",
    ""Verification of data destruction"",
    ""All equipment types covered""
  ],
  ""fail_if"": [
    ""Equipment disposed without sanitisation"",
    ""No disposal records"",
    ""Missing equipment types from disposal process""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H1,7.1,Incident response plan,Cyber Incident Response Planning,M,Document,"{
  ""sufficiency_criteria"": [
    ""Cyber incident response plan documented and annually updated:"",
    ""\u2014 Up-to-date contact details: internal contacts + external (third parties, connectivity providers, law enforcement, regulators)"",
    ""\u2014 Escalation timers per severity level"",
    ""\u2014 Based on SWIFT Cyber Security Incident Recovery roadmap (KB Bulletin #10047)"",
    ""\u2014 Compliant with internal policies, local laws, and regulations"",
    ""Plan includes steps to:"",
    ""\u2014 Promptly notify internal stakeholders and leadership"",
    ""\u2014 Notify external stakeholders: regulator(s), supervisor(s), law enforcement"",
    ""\u2014 Report to SWIFT Customer Support Centre (mandatory reporting obligation in v2025)"",
    ""\u2014 Contain and isolate compromised systems"",
    ""\u2014 Collect and preserve forensic evidence (skilled cyber-security professional involvement)"",
    ""\u2014 Safely recover operations from backup with minimised outage"",
    ""Backup and recovery plan exists for all critical SWIFT business lines"",
    ""Plan tested at least every 2 years (test records in H2)"",
    ""Plan revision history showing annual update"",
    ""Note (v2025): Post-incident SWIFT attestation review is NOT an explicitly mandatory plan step \u2014 added in v2026"",
    ""Note (v2025): Isolated light-footprint recovery environment is an optional enhancement \u2014 not explicitly required""
  ]
}","{
  ""pass_if"": [
    ""IR plan exists with annual update evidence (dated within last 12 months)"",
    ""SWIFT Cyber Security Incident Recovery roadmap (Bulletin #10047) referenced"",
    ""Internal and external notification steps included"",
    ""SWIFT Customer Support Centre notification explicitly included as a plan step"",
    ""Containment, evidence preservation, and recovery steps present"",
    ""Backup and recovery plan for all critical business lines confirmed"",
    ""Plan tested within last 2 years""
  ],
  ""fail_if"": [
    ""No IR plan exists"",
    ""Plan not updated within last 12 months"",
    ""No SWIFT Customer Support Centre notification step"",
    ""Missing notification procedures (internal or external)"",
    ""No backup/recovery plan for critical business lines"",
    ""Plan never tested""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H2,7.1,IR exercise/test records,Cyber Incident Response Planning,M,Test Reports,"{
  ""sufficiency_criteria"": [
    ""IR plan testing conducted at least every 2 years:"",
    ""- Test date, type (tabletop, simulation, live drill), scope, participants"",
    ""- Scenario tested (relevant to SWIFT operations)"",
    ""- Test results: what worked, what failed, gaps identified"",
    ""- Lessons learned documented"",
    ""- Plan updates resulting from test findings"",
    ""Most recent test within last 2 years"",
    ""Safe recovery of critical business operations demonstrated"",
    ""Minimised outage time objectives validated"",
    ""External party participation if outsourced activities involved""
  ]
}","{
  ""pass_if"": [
    ""Test conducted within last 2 years"",
    ""Results and lessons learned documented"",
    ""Plan updated based on findings""
  ],
  ""fail_if"": [
    ""No test within 2 years"",
    ""No lessons learned or plan updates"",
    ""Test scope too narrow (not covering SWIFT)""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H4,7.2,Security training program documentation,Security Training & Awareness,M,Program Document,"{
  ""sufficiency_criteria"": [
    ""Annual security awareness programme documented covering mandatory v2025 topics:"",
    ""\u2014 SWIFT-related products and services training (including SWIFT Smart modules)"",
    ""\u2014 Cyber-security threat awareness relevant to financial services industry"",
    ""\u2014 Risks related to internet usage and cloud deployment"",
    ""\u2014 Password security and management"",
    ""\u2014 Device security (mobile, operator PC)"",
    ""\u2014 Safe operating habits: spam/phishing/spear-phishing identification, download safety, safe browsing"",
    ""\u2014 Reporting suspicious events and activities"",
    ""Target audience: ALL staff with access to SWIFT-related systems (employees, agents, consultants, contractors)"",
    ""Additional training for privileged access users: specific to their environment/architecture (at management's discretion)"",
    ""Training frequency: annual at minimum"",
    ""Training delivery method: e-learning, classroom, workshop documented"",
    ""Programme update process: annual review based on evolving threats"",
    ""Note (v2025): AI-based phishing awareness (deepfake text, voice, video) is NOT a named mandatory training topic \u2014 this becomes explicitly mandatory in v2026""
  ]
}","{
  ""pass_if"": [
    ""Training programme documented with all mandatory v2025 topics covered"",
    ""Covers ALL staff with SWIFT access"",
    ""SWIFT Smart modules included"",
    ""Additional training provided or planned for privileged access users"",
    ""Annual frequency formally defined""
  ],
  ""fail_if"": [
    ""No training programme documented"",
    ""Core mandatory topics missing (phishing, passwords, incident reporting)"",
    ""Privileged users not addressed separately in the programme"",
    ""No annual frequency mandate""
  ],
  ""notes"": [
    ""AI-based phishing/deepfake awareness is a recommended addition in v2025 but not a named mandatory topic \u2014 named as mandatory from v2026""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H5,7.2,Training completion records,Security Training & Awareness,M,Records / Report,"{
  ""sufficiency_criteria"": [
    ""Training completion tracking for current year:"",
    ""- Employee name/ID, role (end user vs privileged admin), training module completed"",
    ""- Completion date"",
    ""- Pass/fail status (if assessment included)"",
    ""Completion rate: % of required staff who completed training"",
    ""Non-completion escalation: process for staff who haven't completed within deadline"",
    ""Privileged user additional training completion tracked separately"",
    ""Third-party/contractor training completion if they have SWIFT access"",
    ""Historical records: at least 2 prior years for trend analysis""
  ]
}","{
  ""pass_if"": [
    ""Training completed by >90% of required staff"",
    ""Privileged users have additional training records"",
    ""Non-completion escalation process exists""
  ],
  ""fail_if"": [
    ""<50% completion rate"",
    ""No tracking of training completion"",
    ""Privileged users without additional training"",
    ""Contractors with SWIFT access not trained""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H6,2.9,Transaction control procedures,Transaction Business Controls,M,Process Document / Config,"{
  ""sufficiency_criteria"": [
    ""Documented transaction detection, prevention, and validation controls:"",
    ""- Controls that restrict business transactions within expected bounds of normal activity"",
    ""- One or more of the following implemented:"",
    ""(1) Limiting traffic outside business hours (if applicable)"",
    ""(2) Value and volume thresholds: per-transaction and cumulative limits"",
    ""(3) Reconciliation: daily reconciliation of outbound vs back-office source"",
    ""(4) Real-time monitoring: dashboard or automated detection of anomalous transactions"",
    ""(5) Post-event validation: next-day verification of transaction activity"",
    ""- Parameters based on analysis of 'normal' business activity"",
    ""- Currency restrictions, counterparty restrictions if applicable"",
    ""Four-eyes principle for sensitive transaction operations"",
    ""Inbound transaction monitoring (optional but recommended)"",
    ""Alert/exception handling process for triggered controls""
  ]
}","{
  ""pass_if"": [
    ""At least 2 transaction control types implemented"",
    ""Controls based on analysis of normal activity"",
    ""Alert/exception process documented""
  ],
  ""fail_if"": [
    ""No transaction business controls"",
    ""Controls not based on normal activity analysis"",
    ""No alert/exception process""
  ],
  ""notes"": [
    ""Controls may be outside secure zone (business controls); reliance on other assessments acceptable""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H7,2.9,Transaction monitoring configuration/evidence,Transaction Business Controls,M,Config / Reports,"{
  ""sufficiency_criteria"": [
    ""Technical implementation evidence for transaction controls in v2025:"",
    ""\u2014 Configuration screenshots/exports showing active controls (limits, hours, thresholds)"",
    ""\u2014 Dashboard showing real-time or near-real-time monitoring (if implemented)"",
    ""\u2014 Sample reconciliation reports using MT 900/MT 910 and MT 940/MT 950 messages (v2025 reconciliation method)"",
    ""\u2014 Alert/exception report samples showing triggered controls are operational"",
    ""Transaction parameters documented: specific limit values, thresholds, or patterns configured"",
    ""Evidence of periodic review and adjustment of parameters based on changes in normal business activity"",
    ""False positive management: process for reviewing and tuning alerts to maintain control effectiveness"",
    ""Note (v2025): Universal Confirmation (UC) as a reconciliation method is introduced in v2026 \u2014 not applicable in v2025 attestations""
  ]
}","{
  ""pass_if"": [
    ""Active control configuration verified (actual system settings, not just policy documents)"",
    ""Alert/exception report evidence demonstrates controls are operational"",
    ""Transaction control parameters explicitly documented"",
    ""Parameters reviewed and adjusted periodically""
  ],
  ""fail_if"": [
    ""Controls documented in policy only \u2014 no technical configuration evidence"",
    ""No evidence of alerts or exceptions (suggests controls may not be operationally active)"",
    ""Control parameters never adjusted since initial setup""
  ],
  ""notes"": [
    ""MT 900/910 and MT 940/950 are the v2025 reconciliation methods"",
    ""Universal Confirmation (UC) is a v2026 addition \u2014 not applicable in v2025 assessments""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H8,2.11A,RMA management procedures and review evidence,RMA Business Controls,A,Process + Records,"{
  ""sufficiency_criteria"": [
    ""RMA management process documented:"",
    ""- Know-your-customer (KYC) due diligence for RMA relationship creation"",
    ""- Approval process for new RMA relationships"",
    ""- Annual review of ALL RMA relationships: unused, dormant, unwanted relationships identified"",
    ""- Timely removal/revocation of obsolete relationships"",
    ""- [Optional: restriction to specific business profiles agreed with counterparty]"",
    ""Evidence of latest annual review:"",
    ""- Review date, reviewer, scope (all RMA relationships)"",
    ""- Relationships reviewed count, removed count, justified count"",
    ""- Next review scheduled date"",
    ""RMA relationship inventory: counterparty name, creation date, last review, status""
  ]
}","{
  ""pass_if"": [
    ""RMA management process documented"",
    ""Annual review conducted with evidence"",
    ""Obsolete relationships removed""
  ],
  ""fail_if"": [
    ""No RMA management process"",
    ""No annual review in last 12 months"",
    ""Obsolete relationships retained without justification""
  ],
  ""notes"": [
    ""Advisory control — RMA managed through central RMA Portal""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
H9,7.4A,Risk assessment methodology and register,Scenario Risk Assessment,A,Document / Register,"{
  ""sufficiency_criteria"": [
    ""Scenario-based risk assessment documented and conducted regularly:"",
    ""- Threats assessed: end-user impersonation, message tampering, eavesdropping, third-party software weaknesses, system compromise, DoS attacks"",
    ""- Attack scenarios specific to SWIFT infrastructure evaluated"",
    ""- Existing preventive and detective controls mapped per scenario"",
    ""- Residual risk identified per scenario after mitigations"",
    ""- Risk mitigation plan: actions to address identified gaps"",
    ""- Results reported and closed per criticality and ISRM process"",
    ""Risk assessment framework identified (e.g., CIS-Critical Security Controls, ISO 27005, NIST RMF)"",
    ""Assessment scope includes: people, processes, infrastructure"",
    ""For cloud-hosted: third-party risk assessment covering remote platform"",
    ""Risk register: all identified risks with status, owner, treatment plan"",
    ""Update cycle: reassessed after significant changes or at defined intervals""
  ]
}","{
  ""pass_if"": [
    ""Scenario-based assessment conducted"",
    ""SWIFT-specific threats evaluated"",
    ""Existing controls mapped per scenario"",
    ""Residual risk and mitigation plan documented"",
    ""Risk register maintained""
  ],
  ""fail_if"": [
    ""No risk assessment"",
    ""SWIFT-specific scenarios not covered"",
    ""No risk register"",
    ""No mitigation plan for identified gaps""
  ],
  ""notes"": [
    ""Advisory control — framework selection is user's choice""
  ]
}",2025v,2026-03-03T10:08:46.123706Z
