id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,show_when_question,show_when_values,evidence_required_raw,evidence_source,collection_method,aws_auto_level,aws_services,question_level_aws_sources,reason_rationale
fd23a685-86a1-4509-9579-0f5233a2ed88,F3,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
22be2117-423b-41d2-8fd9-01f50838a251,F3,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
ed621d70-38b3-4b9b-b6d1-7455686d7a64,F3,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Risk assessment, human-driven","Third-party security risk assessments require independent evaluation, scoping decisions, and documented findings. AWS APIs cannot generate vendor risk assessments. Narrative, description, and justification text must be written by a qualified human reviewer."
396d1448-b11d-4ba5-be73-195dbf87de39,F4,evidence_document,Upload F4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Ongoing monitoring, human-driven","Ongoing monitoring evidence (certifications, review meetings, SLA reports, incident reviews) requires human verification and relationship management activities. The uploaded document must be provided manually."
883ca01f-f9fa-4bf4-a1b5-f293a788e1c5,F4,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
99968736-9176-4d0c-93d5-d719da76d401,F4,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
bf4e32cb-8b50-4592-80fb-b369a61a7364,F4,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Ongoing monitoring, human-driven","Ongoing monitoring evidence (certifications, review meetings, SLA reports, incident reviews) requires human verification and relationship management activities. Narrative, description, and justification text must be written by a qualified human reviewer."
2c91818e-169c-4d33-8af7-43aa60a29601,G1,evidence_document,Upload G1 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Physical security, outside AWS","Physical security controls (CCTV, locked rooms, device supervision, disposal) are entirely outside AWS cloud APIs. The uploaded document must be provided manually."
a6333f87-3601-40b3-875e-2b786734c144,G1,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
ec6ae155-8b6e-41ab-b408-8368e6ae8358,G1,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
05bf721b-0419-43d6-ba45-1633e960d4f0,G2,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
2ef4ec42-206a-4a75-924c-8d1527245855,G2,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Physical access logs, outside AWS","Physical access logs (data centre/server room entry) are facility management records, not AWS data. Narrative, description, and justification text must be written by a qualified human reviewer."
1954c4a0-3d92-4469-9bc8-258be895217c,G3,evidence_document,Upload G3 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Video surveillance, outside AWS",Video surveillance configuration is a physical security control. AWS has no visibility into CCTV systems. The uploaded document must be provided manually.
4a6bd989-6194-4bb6-9a9f-a4609239e96b,G3,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
c24cbfc1-b7f3-486e-a2d6-86d5b069effb,G3,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
c574f969-2538-42cf-a838-ae09b96392aa,G3,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Video surveillance, outside AWS","Video surveillance configuration is a physical security control. AWS has no visibility into CCTV systems. Narrative, description, and justification text must be written by a qualified human reviewer."
7cf6d23f-9131-4b75-9187-69d38a5fe9f8,G4,evidence_document,Upload G4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Equipment disposal, outside AWS",Equipment disposal and sanitisation records are physical operational records outside AWS scope. The uploaded document must be provided manually.
2bad25c7-bcda-4718-882f-2d13dbc08c42,G4,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
d79a3d4f-cc18-4b5d-bc63-524eeb268c95,G4,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
e09191af-2966-4ab6-9e64-9f79121ee4ac,G4,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Equipment disposal, outside AWS","Equipment disposal and sanitisation records are physical operational records outside AWS scope. Narrative, description, and justification text must be written by a qualified human reviewer."
b8dd023e-9c0d-406b-8420-305fe505a442,H1,evidence_document,Upload H1 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — Governance document,"Cyber Incident Response Plan is an institutional governance document requiring human authorship, review, and approval. The uploaded document must be provided manually."
bc8569e4-c84e-4094-9d1b-6bde03bad288,H1,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
1654e738-3beb-4a15-878f-92057672b025,H1,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
475e1023-2c09-4fa9-8ac5-825e156c126d,H1,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — Governance document,"Cyber Incident Response Plan is an institutional governance document requiring human authorship, review, and approval. Narrative, description, and justification text must be written by a qualified human reviewer."
13f68b81-98a3-4432-8d68-3174149c3464,H2,evidence_document,Upload H2 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — Exercise records,"Incident response exercise records are human-driven process documents. AWS Security Hub/GuardDuty can supply signal data but not exercise scope, results, or lessons learned. The uploaded document must be provided manually."
f56a84e2-84f9-4208-b50c-0efd0dd6b46e,H2,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
6b7622df-5460-4a87-885f-dc0a63ae9a66,H2,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
5939bc45-d248-493a-a706-afe6c459bb9e,H2,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — Exercise records,"Incident response exercise records are human-driven process documents. AWS Security Hub/GuardDuty can supply signal data but not exercise scope, results, or lessons learned. Narrative, description, and justification text must be written by a qualified human reviewer."
e28aa618-d1f7-4b24-91fc-432c09df620b,H3,evidence_document,Upload H3 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — ISAC participation, human process","SWIFT ISAC participation, threat sharing plans, and IOC blocking processes are operational human activities. No AWS API equivalent. The uploaded document must be provided manually."
1b72dff2-db43-4c03-b1b5-2200457c5414,H3,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
ad1cc7af-1816-4b26-a66c-0aadb558dcd7,H3,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
eb57174d-3bcb-443b-8f69-0ad9f0d594ed,H3,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — ISAC participation, human process","SWIFT ISAC participation, threat sharing plans, and IOC blocking processes are operational human activities. No AWS API equivalent. Narrative, description, and justification text must be written by a qualified human reviewer."
69babaae-a6be-4586-92ce-a6121d370335,H4,evidence_document,Upload H4 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — Training programme,Security awareness training programme content and delivery are human-managed processes. AWS has no training management APIs. The uploaded document must be provided manually.
d24c5e57-c6bd-40bb-9233-959c2f9b2610,H4,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
96437ac3-874c-41ad-9cf6-6cec25b270d7,H4,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
2fb821a6-2063-4aa2-bad5-3a43d8e3e50e,H4,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — Training programme,"Security awareness training programme content and delivery are human-managed processes. AWS has no training management APIs. Narrative, description, and justification text must be written by a qualified human reviewer."
90da2318-1d55-4029-93d0-36e6b28fa68b,H5,evidence_document,Upload H5 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Training completion records, HR system",Training completion records are HR/LMS data. AWS cannot generate staff completion rates or training history. The uploaded document must be provided manually.
50e20dc2-4043-4130-b735-4e6e68a3472b,H5,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
a2e362f1-dd7a-40c4-84d6-235b92e1b7cd,H5,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
ead8cf71-cde9-417f-ac9c-9ff93c2ce5a4,H5,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Training completion records, HR system","Training completion records are HR/LMS data. AWS cannot generate staff completion rates or training history. Narrative, description, and justification text must be written by a qualified human reviewer."
c8380d4b-24fb-47b0-bd93-807247690130,H6,evidence_document,Upload H6 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — SWIFT application layer,Transaction business controls are SWIFT application-level operational rules. AWS infrastructure APIs have no visibility into SWIFT transaction parameters. The uploaded document must be provided manually.
234015e8-db4b-4004-9f18-58184dcff207,H6,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
ed554acb-7feb-4faf-8197-b6f13bafa9c4,H6,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
79089a70-8819-46a3-96bb-7f6ff049c5bb,H6,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — SWIFT application layer,"Transaction business controls are SWIFT application-level operational rules. AWS infrastructure APIs have no visibility into SWIFT transaction parameters. Narrative, description, and justification text must be written by a qualified human reviewer."
c6c61139-41d5-47a9-b49a-635a05ec6eb9,H7,evidence_document,Upload H7 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — SWIFT application layer,"Transaction monitoring configuration is inside the SWIFT application layer (SWIFTNet, Alliance). AWS cannot read SWIFT transaction parameters or alert thresholds. The uploaded document must be provided manually."
e6b94987-5b15-4642-a07c-79d639a32835,H7,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
51d2157b-ae13-452f-a451-24ce92293577,H7,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
2d61cbf6-7e92-4fad-9754-28b4ef363306,H7,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — SWIFT application layer,"Transaction monitoring configuration is inside the SWIFT application layer (SWIFTNet, Alliance). AWS cannot read SWIFT transaction parameters or alert thresholds. Narrative, description, and justification text must be written by a qualified human reviewer."
f9d9a01e-d7ba-4f05-afa0-05a1ffaf01ef,H8,evidence_document,Upload H8 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,N/A — SWIFT RMA network layer,RMA (Relationship Management Application) management is a SWIFT network-level activity. AWS has no access to SWIFT network relationship data. The uploaded document must be provided manually.
287049d7-635a-42f3-9c4c-c494cbd83b77,H8,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
656a93fe-d54c-4a7e-ae0f-869735d5b940,H8,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
50591d1e-a427-4195-ace9-af5a6091331c,H8,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,N/A — SWIFT RMA network layer,"RMA (Relationship Management Application) management is a SWIFT network-level activity. AWS has no access to SWIFT network relationship data. Narrative, description, and justification text must be written by a qualified human reviewer."
37ee4e4d-e986-48b8-a89b-bdc59bc67231,H9,evidence_document,Upload H9 evidence,file,FALSE,,[],0,,,,Drop files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,Human,Manual (Human),NONE,,"N/A — Risk assessment, human-driven",Scenario-based risk assessment is a governance activity requiring human expertise and judgment. AWS cannot produce risk registers or scenario analysis. The uploaded document must be provided manually.
d4ea08a6-a073-47df-ae62-0ff5389bc306,H9,policy_version_date,Policy/evidence version date,date,FALSE,,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),NONE,,"N/A — Policy document, human-authored","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
69b0e682-0bfd-4265-9a9b-d7afd3092848,H9,summary_or_owner,Summary or owner,text,FALSE,Brief summary or owner name,[],2,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text entry / configuration detail,Human,Manual (Human),NONE,,N/A — Human input required,Text entry questions require human-provided configuration details or policy information.
3de98836-2890-4b8f-9ec7-54c22030d654,H9,known_gaps,Known gaps and remediation plan,textarea,FALSE,Document any gaps and planned remediation,[],3,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,"N/A — Risk assessment, human-driven","Scenario-based risk assessment is a governance activity requiring human expertise and judgment. AWS cannot produce risk registers or scenario analysis. Narrative, description, and justification text must be written by a qualified human reviewer."
1b0496d1-c184-467e-bf8b-54e0000f2465,A1,evidence_document,Diagram upload,file,FALSE,,[],0,,,,Drop A1 diagram files or click to upload,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon VPC, EC2, AWS Config","VPC, Subnets, Route Tables, IGW, NAT GW, TGW — ec2:DescribeVpcs + DescribeSubnets + DescribeRouteTables","AWS (Amazon VPC, EC2, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
059cc1ba-4ed2-47ef-a180-038d2dc0a149,A1,diagram_date,Diagram version/date used for assessment,date,TRUE,YYYY-MM-DD,[],1,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Date confirmation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
4d06b40c-2de3-4cf9-99c0-82871d523ef4,A1,protocol_encryption_notes,Protocol/encryption clarifications (if not fully visible on diagram),textarea,TRUE,List critical flows and protocol/security detail...,[],2,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
d50c10a6-9710-40a0-99f5-62f4b141e6dc,A1,internet_exposure_confirmation,Any direct internet path from secure zone?,select,TRUE,,"[""No"", ""Yes"", ""Unknown""]",3,,,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon VPC, EC2, AWS Config","VPC Route Tables, IGW, Security Groups, NACLs — ec2:DescribeRouteTables, DescribeInternetGateways, DescribeSecurityGroups, DescribeNetworkAcls","AWS (Amazon VPC, EC2, AWS Config) can automatically retrieve this configuration state. APIs: ec2:DescribeVpcs, DescribeSubnets, DescribeRouteTables, DescribeInternetGateways, DescribeNatGateways, DescribeTransitGateways."
53da2dad-aad7-4c2e-bf3c-9148e4bf729b,A1,internet_exposure_justification,"If yes, provide business/technical justification and compensating controls",textarea,TRUE,"If any internet path exists, explain why...",[],4,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
c7ff2556-f72f-4ba1-af65-b1e03fadf406,A1,connector_zone_statement,Customer connector zone statement (A1-specific),textarea,TRUE,Describe connector placement/boundary...,[],5,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
ae946b75-7324-425c-bcb3-be822d139780,A1,backoffice_path_summary,Back-office connectivity summary,textarea,TRUE,Summarize secure-zone to back-office paths...,[],6,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
62d887f4-8529-45a6-8751-e9afd8dc674f,A1,known_gaps_and_plan,Known documentation gaps and remediation plan,textarea,TRUE,Document missing labels/details...,[],7,,3,,,2025v,2026-03-11T07:57:00.243642Z,,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
fb108f78-bbe5-4a53-8c5b-337b582829f0,A2,evidence_document,Upload supporting documents,file,FALSE,,[],0,,,,Drop spreadsheet/CSV or supporting files,2025v,2026-03-11T07:57:00.243642Z,,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"EC2, SSM, Config","EC2, RDS, ELB/ALB/NLB, Lambda — ec2:DescribeInstances, rds:DescribeDBInstances, elbv2:DescribeLoadBalancers, lambda:ListFunctions","AWS (EC2, SSM, Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
